product_id,product_name,brand,category,price,dimension,color,source_file,time_stamp,processed_timestamp
PROD000153,Dining Table,Nilkamal,Furniture,42257.01,123x43x91 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000156,Monitor,Samsung,Electronics,71058.18,182x199x6 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000163,Perfume,Maybelline,beauty,2695.29,174x90x15 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000185,Cushion Covers,Cello,home,2140.2,59x7x30 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000191,Setting   Spray,The Derma Co,beauty,1398.9,26x63x64 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000193,Nail Polish,The Derma Co,beauty,1150.09,30x99x4 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000195,Water Purifier,Usha,home,4723.08,187x115x80 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000196,Sunscreen SPF 50,L'oreal,beauty,1112.46,163x72x12 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000201,Tracksuit,Nike,sports,10504.48,121x38x90 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000203,TV Unit,Urban Ladder,Furniture,24114.29,185x152x47 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000204,Sideboard,Ikea,Furniture,26020.82,194x123x52 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000212,Bed Sheets,Hawkins,home,2403.66,149x68x95 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000216,Moisturizer,The Derma Co,beauty,1634.07,87x5x31 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000239,Tracksuit,Peter England,clothing,3234.47,96x98x64 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000241,Smartwatch,Apple,Electronics,50469.31,106x48x60 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000245,Laptop,Hp,Electronics,91996.02,184x156x59 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000249,Ankle Boots,Fabindia,clothing,2844.33,84x36x43 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000251,Laptop,Dell,Electronics,52441.63,129x163x80 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000255,Tracksuit,Adidas,clothing,3467.2,197x75x85 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000258,Laptop,Hp,Electronics,46461.35,98x184x14 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000263,Curtains,Milton,home,792.09,183x60x46 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000266,Tracksuit,Nike,sports,13551.05,155x110x62 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000267,Sunscreen SPF 50,Lakme,beauty,1995.67,99x46x66 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000276,Dumbbells,Nivia,sports,10006.24,101x126x23 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000278,Beard Oil,Minimalist,beauty,1953.68,87x91x92 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000282,Running Shoes,Levi's,clothing,4404.72,6x145x26 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000299,Mirror Stand,Wakefit,Furniture,42896.64,16x36x20 cm,other,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000302,Non-stick Cookware,Milton,home,2422.98,14x12x4 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000307,Conditioner,Minimalist,beauty,2575.55,97x181x100 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000308,Laptop,Hp,Electronics,45145.2,116x14x51 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000314,Treadmill,Under Armour,sports,6979.42,175x121x83 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000316,Patio Chair,Nilkamal,Furniture,24966.83,34x42x72 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000319,Towel Set,Bajaj,home,2282.3,134x199x35 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000320,Belt,Fabindia,clothing,3056.99,44x45x18 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000322,Nightstand,Hometown,Furniture,41660.11,153x59x77 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000325,Doormat,Hawkins,home,3139.47,182x50x73 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000326,Cleansing Balm,Sugar Cosmetics,beauty,833.39,49x128x53 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000327,Smartwatch,Apple,Electronics,52886.07,195x146x54 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000332,Fitness Tracker,Sony,Electronics,61968.31,182x54x97 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000334,Cleansing Balm,L'oreal,beauty,1624.8,39x90x82 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000338,Maxi Dress,Zara,clothing,1911.0,160x171x71 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000339,Flip Flops,Levi's,clothing,2502.13,66x143x47 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000348,Ankle Boots,Peter England,clothing,3563.95,133x152x2 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000352,Monitor,Samsung,Electronics,45864.0,5x24x3 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000354,Perfume,L'oreal,beauty,1485.73,40x177x59 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000355,Mechanical Keyboard,Oneplus,Electronics,57730.87,138x196x19 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000357,Dustbin,Cello,home,2372.3,99x122x81 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000374,Treadmill,Decathlon,sports,13428.33,29x97x78 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000376,Shampoo,L'oreal,beauty,773.62,102x165x55 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000378,Flip Flops,Allen Solly,clothing,3132.37,175x33x14 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000379,Badminton Racket,Yonex,sports,14859.99,82x120x21 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000380,Basketball,Decathlon,sports,12078.35,197x187x9 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000383,Monitor,Samsung,Electronics,41471.36,166x141x53 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000386,Tool Kit,Milton,home,4096.91,48x22x66 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000387,Power Bank,Realme,Electronics,57629.92,23x37x33 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000395,VR Headset,Lg,Electronics,58886.04,21x61x44 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000408,Punching Bag,Skechers,sports,10378.98,87x158x79 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000419,Laptop,Dell,Electronics,51553.02,113x171x48 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000429,Laptop,Dell,Electronics,43873.72,70x68x15 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000432,Polo Shirt,Allen Solly,clothing,4161.65,12x32x68 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000436,Tracksuit,Adidas,sports,7192.1,92x123x18 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000437,Hiking Backpack,Nivia,sports,12112.88,139x10x78 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000438,Soundbar,Sony,Electronics,90533.19,177x167x14 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000445,Patio Chair,Durian,Furniture,32688.45,192x187x50 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000446,Sunscreen SPF 50,Sugar Cosmetics,beauty,2218.93,62x122x73 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000449,Cleaning Mop,Usha,home,3576.23,55x92x50 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000451,Ottoman,Durian,Furniture,19027.47,40x99x32 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000457,Setting Spray,Nykaa,beauty,1430.94,178x95x37 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000459,Sheet Mask,Sugar Cosmetics,beauty,2746.81,200x112x94 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000460,Headphones,Sony,Electronics,85765.63,168x112x30 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000461,Fitness Tracker,Sony,Electronics,64623.26,113x44x92 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000468,Bluetooth Speaker,Boat,Electronics,39825.44,166x16x77 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000471,Body Lotion,Maybelline,beauty,1000.42,145x51x24 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000477,Shoes,Yonex,sports,17041.26,96x87x34 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000486,Tracksuit,Nike,sports,8795.06,68x81x54 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000487,Sideboard,Hometown,Furniture,24218.22,86x34x39 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000489,Electric Kettle,Usha,home,3218.58,104x19x32 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000492,Tennis Ball,Reebok,sports,8102.95,116x122x75 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000496,Cushion Covers,Borosil,home,1840.32,97x194x31 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000502,Non-stick Cookware,Welspun,home,1277.81,137x17x46 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000504,Tablet,Samsung,Electronics,83400.01,140x82x86 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000508,Soundbar,Oneplus,Electronics,76413.28,186x46x66 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000512,Formal Blazer,Zara,clothing,2016.07,107x181x99 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000514,Exfoliating   Scrub,Forest Essentials,beauty,2271.38,101x132x92 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000515,Night Cream,Mamaearth,beauty,2135.83,79x86x34 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000516,Laptop,Xiaomi,Electronics,67187.75,107x28x100 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000525,Beard Oil,Forest Essentials,beauty,1946.87,15x86x25 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000528,Queen Size Bed,Wakefit,Furniture,25373.21,25x95x34 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000532,Patio Chair,Ikea,Furniture,30999.58,79x49x61 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000537,Shampoo,Minimalist,beauty,2490.44,40x127x13 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000540,Smart Home Hub,Lg,Electronics,57906.79,57x49x5 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000541,Floor Rug,Hawkins,home,1872.81,101x134x29 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000545,Exfoliating Scrub,Plum,beauty,2242.05,177x41x80 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000552,Table Lamp,Hawkins,home,2236.01,153x96x9 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000554,Study Desk,Durian,Furniture,31217.55,21x109x17 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000555,Cycling Helmet,Nivia,sports,9879.19,96x51x65 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000556,Shampoo,Maybelline,beauty,1541.05,128x147x86 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000569,Cycling Helmet,Under Armour,sports,11220.79,177x137x66 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000574,Display Cabinet,Godrej Interio,Furniture,39412.74,190x33x85 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000595,Handbag,Biba,clothing,2147.26,129x18x19 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000596,Doormat,Bajaj,home,2956.72,31x141x69 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000608,Bluetooth Speaker,Boat,Electronics,83145.21,102x138x75 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000609,Towel Set,Hawkins,home,2823.33,51x145x90 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000614,Silk Scarf,Wrogn,clothing,2981.21,146x139x4 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000618,Cargo Pants,Allen Solly,clothing,4261.45,19x44x21 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000619,Perfume,Nykaa,beauty,2122.68,141x106x34 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000629,Cricket Bat,Nivia,sports,10130.09,14x76x77 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000648,Ankle Boots,Roadster,clothing,4066.26,199x169x7 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000650,Concealer,Mamaearth,beauty,1621.25,127x147x93 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000651,Action Camera,Lg,Electronics,48872.05,15x91x77 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000652,Mechanical Keyboard,Lg,Electronics,45148.34,16x34x71 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000658,Table Tennis Bat,Speedo,sports,10254.98,12x13x53 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000665,Tracksuit,Nike,sports,12722.24,129x30x55 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000677,Skateboard,Reebok,sports,9356.91,91x140x12 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000681,Tracksuit,Levi's,clothing,2875.32,152x170x67 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000684,Dartboard,Reebok,sports,9415.64,141x67x1 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000685,Table Tennis Bat,Nivia,sports,17139.3,100x186x88 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000686,Hair Oil,L'oreal,beauty,1631.17,95x10x23 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000687,Graphic Tablet,Lg,Electronics,63151.66,130x44x10 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000688,Dining Table,Sleepwell,Furniture,32055.52,184x118x45 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000690,Display Cabinet,Sleepwell,Furniture,30487.83,117x105x73 cm,Red,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000692,Foundation,L'oreal,beauty,2330.89,199x92x45 cm,Green,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000693,Face Serum,Minimalist,beauty,1983.98,190x105x38 cm,Blue,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000694,Running Shoes,Nike,sports,12010.5,118x80x39 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000701,Straightener,Maybelline,beauty,1908.04,106x166x64 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000702,Yoga Mat,Under Armour,sports,10715.13,129x38x60 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000703,Makeup Brushes,Mamaearth,beauty,1951.19,61x156x79 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000708,Sunscreen SPF 50,The Derma Co,beauty,1724.63,120x188x85 cm,Black,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000710,Sunscreen SPF 50,Lakme,beauty,2761.56,192x64x20 cm,Yellow,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
PROD000716,Dinner Set,Cello,home,936.6,20x21x26 cm,White,products.csv,2026-04-27T11:46:50.401+05:30,2026-04-27T11:47:50.569+05:30
